clauseId:ID(Clause),text,clauseNumber,:LABEL
cl_pol_qbe_f4a74bc3_d1ef00dd,"means any formal or official civil, criminal or regulatory investigation conducted by an official entity into the conduct or wrongful acts of an insured person whilst acting as such and shall be considered to be made by the service of a formal notice, including a notice to attend an interview, or in the case of a SEC investigation (USA) by way of a subpoena or Wells notice.",,Clause
cl_pol_qbe_f4a74bc3_d26e3968,means the amount shown under Item 3 of the schedule.,,Clause
cl_pol_qbe_f4a74bc3_ed14b826,means an amount in excess of the retention up to the limit of liability which the insured is liable to pay as:,,Clause
cl_pol_qbe_f4a74bc3_423df16b,"1. awards of damages, including punitive and exemplary damages and the multiplied portion of an award for compensatory damages; 2. costs and interest when associated with an award for damages; 3. settlements made with QBE’s prior written consent; and 4. costs and expenses.",,Clause
cl_pol_qbe_f4a74bc3_99737df8,22 QBE Commercial management liability insurance policy | DOLCML001-Q-0416 --- Loss will not include:,,Clause
cl_pol_qbe_f4a74bc3_27ee9e28,"1. criminal fines or penalties, or taxes, except for punitive or exemplary damages and as provided for under the Civil fines and penalties 2.12 extension and Personal liability of insured persons for corporate taxes 2.15 extension; 2. any employment-related compensation, remuneration or benefits; 3. any pensions-related compensation; 4. any costs or expenses incurred in cleaning up, removing, containing, treating, testing for or monitoring pollutants or restoring natural resources or property to their original state; 5. any remuneration of any insured person of the company, the cost of their time or costs or overheads of any company; 6. any other amounts which are uninsurable under applicable law.",,Clause
cl_pol_qbe_f4a74bc3_aca8e746,QBE will not assert that loss attributable to allegations of violations of Section 11 or 12 of the Securities Act of 1933 (USA) constitute uninsurable loss.,,Clause
cl_pol_qbe_f4a74bc3_461f4209,means any natural person who serves as a director of the company and who is not an employee of the company.,,Clause
cl_pol_qbe_f4a74bc3_395d3e2d,means any loss for which the company or outside entity is not legally required or permitted to indemnify the insured person.,,Clause
cl_pol_qbe_f4a74bc3_7ca98de5,"means any regulator, government body, government agency or equivalent, or a person empowered on their behalf, to investigate the affairs or conduct of an insured.",,Clause
cl_pol_qbe_f4a74bc3_13909990,"means any natural person who at the specific request of the company is serving, as at the date of the inception of this policy, as a director, officer, trustee, regent or governor of an outside entity or in an elected or appointed position of an outside entity having fiduciary, supervisory or managerial duties and responsibilities comparable to those of an insured person of the company, regardless of the name or title by which such position is designated.",,Clause
cl_pol_qbe_f4a74bc3_df0f6259,means any entity other than:,,Clause
cl_pol_qbe_f4a74bc3_670b2b64,"1. the company to which an outside director is appointed to and which is not incorporated, domiciled or has its securities traded on any exchange in the United States of America, other than a SEC Rule 144A listing; 2. a financial institution, unless listed by endorsement as an outside entity by QBE.",,Clause
cl_pol_qbe_f4a74bc3_b0dbc4be,means the entity shown under Item 1 of the schedule.,,Clause
cl_pol_qbe_f4a74bc3_7b88f1a6,"means any natural person who is, was or during the policy period becomes a director or officer of the parent company (as determined by the applicable law of the jurisdiction in which the parent company is domiciled) including the functional equivalents such as members of the executive or supervisory board of directors.",,Clause
cl_pol_qbe_f4a74bc3_18c564c4,"means this document, its schedule and any endorsements amending either or both which together set out this insurance.",,Clause
cl_pol_qbe_f4a74bc3_e7ed958d,means the period shown under Item 2 of the schedule.,,Clause
cl_pol_qbe_f4a74bc3_51fd840b,"1. the proposal attached to and forming part of this policy; and/or 2. any materials submitted to QBE prior to placement, which will be retained on file by QBE and will be deemed to be physically attached to this policy.",,Clause
cl_pol_qbe_f4a74bc3_a46eaa52,QBE Commercial management liability insurance policy | DOLCML001-Q-0416 ---,,Clause
cl_pol_qbe_f4a74bc3_9686343b,"QBE means the insurer shown under Item 10 of the schedule, being QBE Hongkong & Shanghai Insurance Limited (registered in Hong Kong under number 0011788; Home state- Hong Kong). Authorised and regulated by the Office of Commissioner of Insurance, Hong Kong.",,Clause
cl_pol_qbe_f4a74bc3_287ac37e,RETENTION means the amounts shown under Item 5 of the schedule.,,Clause
cl_pol_qbe_f4a74bc3_56825b99,"RETIRED INSURED PERSON means an insured person who, prior to expiry of the policy period, has ceased to act in their insured capacity for reasons other than (i) disqualification, on grounds of fitness or propriety, from holding office or from managing a company; (ii) a change in control; or (iii) the insolvency of the parent company or any subsidiary; and does not subsequently resume their position.",,Clause
cl_pol_qbe_f4a74bc3_477e9401,"SECURITIES means any equity or debt instrument issued including any bond, debenture, future, note, option, share, stock or other equity or security for debt.",,Clause
cl_pol_qbe_f4a74bc3_e4eba89e,SECURITIES CLAIM means a claim arising from a securities wrongful act.,,Clause
cl_pol_qbe_f4a74bc3_115bb06f,"SECURITIES WRONGFUL ACT means the actual or alleged violation of any laws, rules or regulations regulating the purchase or sale of securities or the offering (or the soliciting of an offering) to purchase or sell securities or the registration of securities committed (or allegedly committed) by the insured person (in their capacity as such) or company (in its capacity as issuer of such securities) during or prior to the policy period.",,Clause
cl_pol_qbe_f4a74bc3_acf9785f,"SUBSIDIARY means any entity during any time in which the parent company, directly or through one or more subsidiary(ies):",,Clause
cl_pol_qbe_f4a74bc3_70918f90,- (i) owns more than fifty percent (50%) of the issued and outstanding share capital; - (ii) controls more than fifty percent (50%) of the voting rights; - (iii) controls more than fifty percent (50%) of the right to vote for the election or removal of such entity’s directors.,,Clause
cl_pol_qbe_f4a74bc3_8fd0ccf3,"The cover provided under this policy with respect to any subsidiary will only apply with respect to wrongful acts, events or conduct occurring or committed during the time when such entity was a subsidiary of the company.",,Clause
cl_pol_qbe_f4a74bc3_92628047,"UNRELATED CLAIM means any claim first made during the policy period against a parent company director or any non-executive director which neither alleges any wrongful acts alleged in nor arises from the same originating cause, circumstance, event, fact, source, transaction or series of casually connected causes, circumstances, events, facts, sources or transactions of a claim previously made against an insured and in respect of which payments have been made under this policy or any policies written specifically in excess of this policy.",,Clause
cl_pol_qbe_f4a74bc3_5c35fc6f,"WRONGFUL ACT means any act, error, omission, misstatement, misleading statement, neglect, or breach of duty actually or allegedly committed, attempted or proposed to be committed by any insured person while acting in their capacity as an insured person, including any employment practices wrongful act or any securities wrongful act, occurring prior to the expiry of the policy period.",,Clause
cl_pol_qbe_f4a74bc3_57886c56,24 QBE Commercial management liability insurance policy | DOLCML001-Q-0416,,Clause
cl_pol_liberty_1805efbe_e1f72dd2,libertyspecialtymarkets.com.hk ---,,Clause
cl_pol_liberty_1805efbe_2b4815f7,"Please note that this is a claims made policy. Accordingly, Liberty will only cover an Insured in respect of claims which are first made against the Insured during the Policy Period and reported to Liberty during the Policy Period or any Extended Reporting Period. The Insured should carefully read all of this Policy, including all definitions and, in particular, the exclusions, to ascertain the precise scope of cover afforded by this Policy. The Insured is advised to consult its insurance agent or broker to ensure a clear understanding of the Insured’s rights and obligations under this Policy.",,Clause
cl_pol_liberty_1805efbe_13515e03,"Liberty HK D&O Policy Wording (11-17) --- Policy Schedule POLICY NUMBER XX-XX-XX-XXXXXXX NAMED INSURED POLICY PERIOD From: <time> on <date> local standard time To: <time> on <date> local standard time CURRENCY LIMIT OF LIABILITY $X,000,000 SUB-LIMITS OF LIABILITY 1.3(a) & Self-Report Costs 1.3(b) $X,XXX,XXX 1.3(c) & Inquiry Representation Costs 1.3(d) $X,XXX,XXX 2.10 Fines and Penalties $X,XXX,XXX 2.15 Personal Taxation Liability $X,XXX,XXX 2.16 Public Relations Expenses $X,XXX,XXX 2.17 Reputation Protection Expenses $X,XXX,XXX 3.1 Company Securities Liability (if included) $X,XXX,XXX 3.2 Company Employment Practices Liability (if included) $X,XXX,XXX The Sub-Limits of Liability in this Policy apply in respect of any one claim and in the aggregate. They form part of, and are not in addition to, the Limit of Liability. ADDITIONAL SIDE A 2.2 Additional Side A Limit $X,XXX,XXX LIMIT OF LIABILITY OPTIONAL EXTENSIONS 3.1 Company Securities Liability Included / Not Included 3.2 Company Employment Practices Liability Included / Not Included EXCESS Insuring Clause 1.1 $Nil Insuring Clause 1.2 $XXX,XXX Insuring Clause 1.3(a) & 1.3(b) $XXX,XXX Insuring Clause 1.3(c) & 1.3(d) $XXX,XXX Optional Extension 3.1 $XXX,XXX Optional Extension 3.2 $XXX,XXX Liberty HK D&O Policy Wording (11-17) ---",,Clause
cl_pol_liberty_1805efbe_f301ecf2,|(a)|Nil Additional Premium for 90 days| |---|---| |(b)|XX% of the annual Premium for 12 months|,,Clause
cl_pol_liberty_1805efbe_26f83a19,Optional Extension 3.1,,Clause
cl_pol_liberty_1805efbe_562c1bb2,Liberty HK D&O Policy Wording (11-17),,Clause
cl_pol_liberty_1805efbe_0e463146,&lt;day&gt; &lt;month&gt; &lt;year&gt;,,Clause
cl_pol_liberty_1805efbe_9432f0fc,This policy is valid only if this schedule is signed and dated below by a person authorised by Liberty.,,Clause
cl_pol_liberty_1805efbe_4fe1efad,Issued &lt;day&gt; &lt;month&gt; &lt;year&gt; in &lt;office location&gt;,,Clause
cl_pol_liberty_1805efbe_a0dd0074,"Please note: with effect from 1 January 2018, if applicable, levy on insurance premium collected by the insurance authority is imposed on this policy at the applicable rate and will be remitted in accordance with the prescribed arrangements. For further information, please visit this link or contact:",,Clause
cl_pol_liberty_1805efbe_741772a5,(852) 3655 2600,,Clause
cl_pol_liberty_1805efbe_73a07ecb,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_52961870,|1.1 Directors & Officers Liability|1| |---|---| |1.2 Company Reimbursement|1| |1.3 Self-Report & Inquiry Representation Costs|1|,,Clause
cl_pol_liberty_1805efbe_61d18dd0,|2.1 Advancement of Costs & Expenses|2| |---|---| |2.2 Additional Side A Limit|2| |2.3 Asset & Liberty Expenses|2| |2.4 Bail Bond & Civil Bond Expenses|2| |2.5 Change in Control|3| |2.6 Continuous Cover|3| |2.7 Emergency & Raid Expenses|3| |2.8 Extended Reporting Period|4| |2.9 Extradition Costs|4| |2.10 Fines & Penalties|4| |2.11 Lifetime Cover for Former Insured Persons|4| |2.12 New Subsidiaries|5| |2.13 Occupational Health & Safety Defence Costs|5| |2.14 Outside Directorships|5| |2.15 Personal Taxation Liability|6| |2.16 Public Relations Expenses|6| |2.17 Reputation Protection Expenses|6| |2.18 Subrogation Recoveries & Reinstatement of Limit|6|,,Clause
cl_pol_liberty_1805efbe_61a79317,|3.1 Company Securities Liability|6| |---|---| |3.2 Company Employment Practices Liability|6|,,Clause
cl_pol_liberty_1805efbe_1c8e219b,|4.1 ERISA|7| |---|---| |4.2 Fraud & Dishonesty|7| |4.3 Future Offering of Securities|8| |4.4 North America: Company versus Insured|8| |4.5 Prior Matters|8| |4.6 Personal Injury & Property Damage|8|,,Clause
cl_pol_liberty_1805efbe_fb863cc0,"|5.1 Notification of Claims, Inquiries, Raids & Self-Reports|9| |---|---| |5.2 Defence & Settlement|10| |5.3 Contesting a Claim|10| |5.4 Settling a Claim|10| |5.5 Allocation Clause|11| |5.6 Order of Payments|11| |5.7 Subrogation|11| |5.8 Other Insurance|11| |5.9 Excess Insurance|11|",,Clause
cl_pol_liberty_1805efbe_9ea58696,"|6.1 Premium Payment Warranty|12| |---|---| |6.2 Limit of Liability|12| |6.3 Excess|12| |6.4 Payments|12| |6.5 Multiple Claims|12| |6.6 Third Parties|12| |6.7 Assignment|12| |6.8 Valuation & Foreign Currency|13| |6.9 Preservation of Right to Indemnity|13| |6.10 Severability of Proposal|13| |6.11 Policy Non-Avoidance|13| |6.12 Non-Imputation|13| |6.13 Awareness of the Company|13| |6.14 Change in Control|13| |6.15 Governing Law|13| |6.16 Breach of Economic, Trade or other|14| |6.17 Sanction or Law|14| |6.18 Policy Interpretation & Construction|14| |Mediation & Arbitration|14|",,Clause
cl_pol_liberty_1805efbe_e623259a,|7.1 Change in Control|14| |---|---| |7.2 Claim|14| |7.3 Company|15| |7.4 Defence Costs|15| |7.5 Director|15| |7.6 Disclosure Document|15| |7.7 Employee|15| |7.8 Employment Practice Breach|15| |7.9 Extradition Proceeding|16| |7.10 Extended Reporting Period|16| |7.11 Final Adjudication|16| |7.12 Industrial Instrument|16| |7.13 Inquiry|16| |7.14 Insured|16| |7.15 Insured Person|16| |7.16 Judicial Order|17| |7.17 Liberty|17| |7.18 Loss|17| |7.19 North America|18| |7.20 Officer|18| |7.21 Policy|18| |7.22 Policy Period|18| |7.23 Pollutant|18| |7.24 Premium|18| |7.25 Raid|18| |7.26 Raid Expenses|18| |7.27 Schedule|18| |7.28 Securities|18| |7.29 Securities Claim|18| |7.30 Self-Report|19| |7.31 Senior Counsel|19| |7.32 Subsidiary|19| |7.33 Wrongful Act|19|,,Clause
cl_pol_liberty_1805efbe_2dbf1c9d,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_6f2755f3,"In consideration of payment of the Premium by the Insured and subject to all the terms, conditions and exclusions, including all definitions, of this Policy, Liberty agrees as follows:",,Clause
cl_pol_liberty_1805efbe_c4b507e1,Liberty will pay to or on behalf of an Insured Person the Loss which the Insured Person is legally liable to pay as a result of a Claim unless the Insured Person is entitled to be indemnified by the Company for such Loss.,,Clause
cl_pol_liberty_1805efbe_60425001,If the Company is legally required or permitted to indemnify the Insured Person for the Loss referred to in Insuring Clause 1.1 or any reasonable costs and expenses incurred under any applicable extension then Liberty will pay to or on behalf of the Company the amount of that Loss and those costs and expenses.,,Clause
cl_pol_liberty_1805efbe_0cc53b23,Liberty will pay to or on behalf of an Insured the reasonable costs and expenses incurred by an Insured Person in respect of:,,Clause
cl_pol_liberty_1805efbe_7ac84b76,"- (a) the preparation of a Self-Report; - (b) the preparation for and attendance at an internal inquiry conducted by the Company at the request of any administrative or regulatory authority including provision of legal or other professional representation following the Self-Report in (a) above; - (c) the preparation of submissions by an Insured Person in response to a request, direction or notice issued by an administrative or regulatory authority (as included in the definition of Inquiry); or - (d) the preparation for and attendance at an Inquiry of an Insured Person including provision of legal or other professional representation, provided that Liberty’s prior written consent (which consent shall not be unreasonably withheld) has been obtained.",,Clause
cl_pol_liberty_1805efbe_d69ba910,"Self-Report & Inquiry Representation Costs do not include salaries, wages, allowances, travel or accommodation expenses incurred by the Insured in assessing, investigating, dealing with and assisting others to deal with a Self-Report or Inquiry.",,Clause
cl_pol_liberty_1805efbe_08b7b9f8,"Notwithstanding Exclusion 4.6 in respect of “Personal Injury & Property Damage”, this Insuring Clause shall apply to any Self-Report or Inquiry pertaining to any breach of law or regulation with respect to personal injury or property damage alleged to have been committed by an Insured.",,Clause
cl_pol_liberty_1805efbe_fb3f68a0,The maximum amount payable by Liberty under this Insuring Clause is the applicable Sub-Limit of Liability.,,Clause
cl_pol_liberty_1805efbe_101fa605,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_435fda9c,"The following extensions are subject to all the terms, conditions and exclusions, including all definitions and the Limit of Liability, Sub-Limits of Liability and applicable Excesses of this Policy:",,Clause
cl_pol_liberty_1805efbe_ce0b0d90,"Liberty will pay for Defence Costs and the reasonable costs and expenses incurred under any applicable extension as and when they are incurred prior to final resolution of any Claim, Inquiry, Raid or Self-Report. However, each Insured shall repay to Liberty all payments of Defence Costs or any other costs and expenses incurred on that Insured’s behalf if, and to the extent, it is established that such Defence Costs or costs and expenses are not in fact insured under this Policy.",,Clause
cl_pol_liberty_1805efbe_71371cc2,"Liberty will pay to or on behalf of each Director, under Insuring Clause 1.1, an Additional Side A Limit of Liability once per Policy Period, if the Limit of Liability is exhausted due to the payment of amounts insured under this Policy. Liberty will only provide such Additional Side A Limit of Liability if:",,Clause
cl_pol_liberty_1805efbe_9224f22e,"- (a) the limits of liability available under any policy or policies in excess of this Policy; and - (b) any other indemnity available to the Director, have been exhausted.",,Clause
cl_pol_liberty_1805efbe_7a110c82,The maximum amount payable by Liberty under this extension is the applicable Additional Side A Limit of Liability in the aggregate for all Directors.,,Clause
cl_pol_liberty_1805efbe_2be724cc,Liberty will pay to or on behalf of an Insured the reasonable costs and expenses incurred by an Insured Person with Liberty’s prior written consent (which consent shall not be unreasonably withheld) to:,,Clause
cl_pol_liberty_1805efbe_e40becbb,"- (a) defend legal proceedings seeking the imposition of; or - (b) bring legal proceedings to appeal the imposition of, a Judicial Order:",,Clause
cl_pol_liberty_1805efbe_2b82b9a9,1. (i) for the confiscation of or freezing of any asset of an Insured Person; 2. (ii) for a charge over any asset of an Insured Person; 3. (iii) disqualifying an Insured Person from performing the function of a director or officer of any Company; or 4. (iv) requiring an Insured Person to be confined to a specified domestic residence or held in custody pending trial.,,Clause
cl_pol_liberty_1805efbe_3025cd08,"Liberty will pay to or on behalf of an Insured the reasonable premium or fee (but not the collateral) incurred by an Insured Person in respect of appeal bonds, bail bonds or similar bonds required by a court in respect of a Claim in order to guarantee an Insured Person’s contingent obligation for a specified amount provided that Liberty’s prior written consent (which consent shall not be unreasonably withheld) has been obtained.",,Clause
cl_pol_liberty_1805efbe_d98cc3e5,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_4fc21ec3,If a Change in Control occurs during the Policy Period then the Named Insured may request an extended reporting period of up to 84 months commencing from the end of the Policy Period during which time an Insured may notify to Liberty:,,Clause
cl_pol_liberty_1805efbe_db7f86ee,"- (a) any Claim provided it results from a Wrongful Act; or - (b) any Inquiry provided it results from conduct, committed or allegedly committed prior to the effective date of the Change in Control.",,Clause
cl_pol_liberty_1805efbe_f525d152,The Named Insured must request this extended reporting period before the end of the Policy Period. Liberty will offer this extended reporting period on such terms and conditions and for such additional premium as Liberty may reasonably impose. This extension does not apply if this Policy is cancelled or avoided by Liberty.,,Clause
cl_pol_liberty_1805efbe_70300ae1,"Notwithstanding Exclusion 4.5(b) in respect of “Prior Matters”, if an Insured was aware of any facts that might give rise to a claim under this Policy, prior to the Policy Period and had not notified Liberty or any other insurer prior to the commencement of the Policy Period, Liberty will indemnify the Insured in respect of any Claim or other amounts insured under this Policy arising from such prior known facts, provided that:",,Clause
cl_pol_liberty_1805efbe_bf36a74c,- (a) the Insured has maintained without interruption a directors and officers liability insurance policy from when the Insured first became aware of the facts; - (b) the failure to notify was not a result of any fraudulent misrepresentation or fraudulent non-disclosure by the Insured; - (c) the Insured first became aware of the facts after the Continuity Date; and - (d) Liberty will reduce its liability to the extent of any prejudice suffered as a result of the Insured’s failure to notify prior to the commencement of the Policy Period.,,Clause
cl_pol_liberty_1805efbe_82c21a4b,"The cover provided under this extension shall be in accordance with the terms and conditions, including the limit of liability, sub-limits of liability and excess of the policy under which the facts could and should have been notified. Any limit of liability available under this extension is part of, and not in addition to, the Limit of Liability and Sub-Limits of Liability under this Policy. The payment of any sum under this extension shall erode the Limit of Liability and Sub-Limits of Liability.",,Clause
cl_pol_liberty_1805efbe_c4919a0d,"In the event that an Insured is not able to notify Liberty of a Claim, Inquiry, Raid, Self-Report or any claim for any other amount insured under this Policy in accordance with Claims Condition 5.1 in respect of ""Notification of Claims, Inquiries, Raids & Self-Reports"", the Insured may incur reasonable costs and expenses in respect of Defence Costs, Insuring Clause 1.3 “Self-Report & Inquiry Representation Costs”, 2.3 “Asset & Liberty Expenses”, 2.4 “Bail Bond & Civil Bond Expenses”, 2.9 “Extradition Costs”, 2.13 “Occupational Health & Safety Defence Costs”, 2.15 “Personal Taxation Liability”, 2.16 “Public Relations Expenses” and 2.17 “Reputation Protection Expenses” provided always that:",,Clause
cl_pol_liberty_1805efbe_ded2124b,"- (a) the Insured shall not admit liability, negotiate any settlement or enter into any settlement agreement without the prior written consent of Liberty; and - (b) Liberty’s written consent to such costs is sought (which consent shall not be unreasonably withheld) within 30 days of any such costs being incurred.",,Clause
cl_pol_liberty_1805efbe_d96d5136,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_b2d25f68,"If this Policy is neither renewed nor replaced with a policy or policies providing similar cover, then the Named Insured is entitled to an:",,Clause
cl_pol_liberty_1805efbe_d9c65aab,- (a) automatic extended reporting period of 90 days commencing from the end of the Policy Period; or - (b) extended reporting period of 12 months commencing from the end of the Policy Period provided the additional period is requested within 30 days of the end of the Policy Period and upon payment of the additional premium specified in the Schedule;,,Clause
cl_pol_liberty_1805efbe_117b79e5,during which time an Insured may notify to Liberty:,,Clause
cl_pol_liberty_1805efbe_c09dd1ef,"- (i) any Claim provided it results from a Wrongful Act; or - (ii) any Inquiry provided it results from conduct, committed or allegedly committed prior to the end of the Policy Period.",,Clause
cl_pol_liberty_1805efbe_d41fa99a,"This extension does not apply if this Policy is cancelled or avoided by Liberty, or if a Change in Control has occurred.",,Clause
cl_pol_liberty_1805efbe_f09b1eb4,"Liberty will pay to or on behalf of an Insured the reasonable costs and expenses incurred by an Insured Person solely for the benefit of that Insured Person in seeking legal, tax or other professional advice from an appropriately qualified and accredited professional advisor in respect of an Extradition Proceeding or an appeal of an Extradition Proceeding brought against that Insured Person as a direct result of a Claim or Inquiry provided that Liberty’s prior written consent (which consent shall not be unreasonably withheld) has been obtained.",,Clause
cl_pol_liberty_1805efbe_261b8477,"Notwithstanding Exclusion 4.6 in respect of “Personal Injury & Property Damage”, Liberty will pay to or on behalf of the Insured civil fines and pecuniary penalties imposed by law as a direct result of a Claim or Inquiry provided that the civil fines and pecuniary penalties are not derived from a wilful, deliberate or intentional act and are insurable under applicable laws.",,Clause
cl_pol_liberty_1805efbe_730cf5b4,"If a Change in Control does not occur during the Policy Period and at the end of the Policy Period the Named Insured does not renew or replace this Policy with a policy or policies providing similar cover for Insured Persons, then Liberty agrees to provide an indefinite extended reporting period following the end of the Policy Period for the benefit of those Insured Persons who retired or resigned from the Company, for reasons other than involuntary termination, prior to the end of the Policy Period.",,Clause
cl_pol_liberty_1805efbe_51fb49fa,"If a Change in Control occurs during the Policy Period and the Named Insured does not purchase the extended reporting period offered under Extension 2.5 in respect of “Change in Control”, or a policy or policies providing similar cover, then Liberty will provide an indefinite extended reporting period following the effective date of the Change in Control for the benefit of those Insured Persons who retired or resigned from the Company, for reasons other than involuntary termination or due to the Change in Control, prior to the effective date of the Change in Control.",,Clause
cl_pol_liberty_1805efbe_060f2973,The Insured Persons covered under this extension will be entitled to notify Liberty of any claim under this Policy during such extended reporting period provided:,,Clause
cl_pol_liberty_1805efbe_05b3ab22,"- (i) such Claim results from a Wrongful Act; or - (ii) such Inquiry results from conduct, committed or allegedly committed whilst they were an Insured Person of the Company.",,Clause
cl_pol_liberty_1805efbe_3a875952,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_cc8a9c48,The definition of Subsidiary in Definition 7.32 is extended to include any company which becomes a Subsidiary during the Policy Period. However:,,Clause
cl_pol_liberty_1805efbe_2c1c6b0a,"- (a) in the case of an acquisition, where the total gross assets of the new Subsidiary exceed 25% of the total consolidated gross assets of the Company (as reflected in the Company’s latest audited financial statements); or - (b) where the new subsidiary has any Securities listed or traded in North America,",,Clause
cl_pol_liberty_1805efbe_db1fc5a1,"Liberty will only provide cover for a period of 90 days (but not beyond the end of the Policy Period) from the effective date of the new Subsidiary being acquired or created. If the Named Insured provides to Liberty full details of the new subsidiary, Liberty will consider providing cover for the new Subsidiary for a further period on such terms and conditions and for such additional premium as may be agreed. Cover in respect of any such new Subsidiary applies only in respect of conduct committed or allegedly committed whilst the company is a Subsidiary of the Named Insured.",,Clause
cl_pol_liberty_1805efbe_3e4d9a38,"Notwithstanding Exclusion 4.6 in respect of “Personal Injury & Property Damage”, Liberty will pay on behalf of an Insured the Defence Costs incurred by an Insured Person in defending a Claim alleging any breach of any occupational health and safety legislation including legislation in respect of workplace manslaughter and industrial death provided that Liberty’s prior consent (which consent shall not be unreasonably withheld) has been obtained.",,Clause
cl_pol_liberty_1805efbe_d0c2061f,The definition of Insured Person in Definition 7.15 is extended to include any Insured Person acting in the capacity of a director or officer of an outside entity at the request of the Company. Liberty will pay to or on behalf of the Insured the Loss which the Insured Person is legally liable to pay as a result of a Claim or Inquiry in respect of conduct committed or allegedly committed in his or her capacity as a director or officer of an outside entity.,,Clause
cl_pol_liberty_1805efbe_5dd1d74f,The cover provided under this extension:,,Clause
cl_pol_liberty_1805efbe_372f6c00,"- (a) shall be specifically in excess of any indemnity or insurance available from or provided by the outside entity; - (b) shall not apply to any Claim brought by the outside entity unless the Claim is a derivative action brought in the name of the outside entity by any legally authorised individual or entity including any administrative or regulatory authority where the individual or entity acts without any assistance, intervention, solicitation or active participation by the outside entity or by an Insured; - (c) shall not apply to any outside entity listed on any stock exchange in North America; and - (d) shall not apply to any outside entity that is a financial institution, including but not limited to any bank, insurance company, asset manager or stock exchange.",,Clause
cl_pol_liberty_1805efbe_7208f40e,"However, in respect of any outside entity to which any of (c) or (d) apply, Liberty will only provide cover for a period of 90 days (but not beyond the end of the Policy Period) from the effective date of the outside directorship. If the Named Insured provides to Liberty full details of the outside entity, Liberty will consider providing cover for the outside directorship for a further period on such terms and conditions and for such additional premium as may be agreed.",,Clause
cl_pol_liberty_1805efbe_c41c4299,Liberty HK D&O Policy Wording (11-17) ---,,Clause
cl_pol_liberty_1805efbe_98c3d100,"Liberty will pay to or on behalf of the Insured any unpaid taxes of the Company that an Insured Person becomes personally liable to pay as a result of the insolvency, receivership or external administration of the Company except to the extent that such liability arises from the wilful intent of the Company to breach any statutory duty governing the payment of taxes.",,Clause
cl_pol_liberty_1805efbe_a2ea996a,"Notwithstanding Exclusion 4.6 in respect of “Personal Injury & Property Damage”, Liberty will pay to or on behalf of the Insured the reasonable costs and expenses incurred by an Insured Person with the prior written consent of Liberty (which consent shall not be unreasonably withheld) in seeking advice from a public relations firm or consultant solely for the benefit of protecting an Insured Person’s professional reputation as a result of negative publicity arising from a Claim being made against the Insured Person or an Inquiry directly pertaining to an Insured Person.",,Clause
cl_pol_liberty_1805efbe_871734d7,"Notwithstanding Exclusion 4.6 in respect of “Personal Injury & Property Damage”, Liberty will pay to or on behalf of an Insured the reasonable costs and expenses incurred by an Insured Person with the prior written consent of Liberty (which consent shall not be unreasonably withheld) in seeking advice from a public relations firm or consultant for the purpose of disseminating the findings of a Final Adjudication in favour of an Insured Person arising from a Claim or Inquiry directly pertaining to the Insured Person.",,Clause
cl_pol_liberty_1805efbe_422632db,Any amounts recovered by Liberty in excess of Liberty's total payment to the Insured (including Defence Costs) shall be restored to the Insured less the cost to Liberty of such recovery. Any amounts recovered by Liberty in excess of the cost to Liberty of such recovery shall be reinstated to the Limit of Liability.,,Clause
cl_pol_liberty_1805efbe_27817f1a,"The following extensions are subject to all the terms, conditions and exclusions, including all definitions and the Limit of Liability, Sub-Limits of Liability and applicable Excesses of this Policy and shall apply only if they are specifically included in the Schedule.",,Clause
cl_pol_liberty_1805efbe_322e8a16,Liberty will pay to or on behalf of the Company the Loss which the Company is legally liable to pay as a result of a Securities Claim. The Co-Insurance Percentage which applies to this extension is specified in the Schedule.,,Clause
cl_pol_liberty_1805efbe_c0990485,"Liberty will pay to or on behalf of the Company the Loss which the Company is legally liable to pay as a result of a Claim alleging an Employment Practice Breach. However, no cover is provided for any:",,Clause
cl_pol_liberty_1805efbe_304ef628,"- (a) responsibilities, obligations or duties in respect of any superannuation fund, profit sharing programme or other employee benefits programme; - (b) obligation or breach of obligation providing for or under: ---",,Clause
cl_pol_liberty_1805efbe_5f396b82,"(ii) workers’ compensation, occupational or workplace health and safety, disability benefits, unemployment benefits or compensation, unemployment insurance, retirement benefits or social security benefits;",,Clause
cl_pol_liberty_1805efbe_759c6861,(iii) redundancy or severance payments or entitlements; or,,Clause
cl_pol_liberty_1805efbe_1170f08a,(iv) any Industrial Instrument or contract of employment;,,Clause
cl_pol_liberty_1805efbe_badb05e2,(c) obligation or breach of obligation to give adequate or any notice of termination;,,Clause
cl_pol_liberty_1805efbe_b76aeb84,"(d) back pay, or any compensation or damages attributable to the back-payment of remuneration, where the Company is ordered by the relevant court or tribunal to reinstate the claimant as an employee;",,Clause
